Date,Daily Max 8-hour CO Concentration,units_CO,Daily Mean PM2.5 Concentration,units_PM,Daily Max 8-hour Ozone Concentration,units_O3
03/03/2018,0.1,ppm,4.6,ug/m3 LC,0.046,ppm
03/04/2018,0.3,ppm,5.8,ug/m3 LC,0.046,ppm
03/05/2018,0.3,ppm,7,ug/m3 LC,0.047,ppm
03/06/2018,0.3,ppm,6.1,ug/m3 LC,0.029,ppm
03/06/2018,0.3,ppm,9.6,ug/m3 LC,0.029,ppm
03/07/2018,0.2,ppm,7,ug/m3 LC,0.037,ppm
03/08/2018,0.2,ppm,6.5,ug/m3 LC,0.041,ppm
03/09/2018,0.4,ppm,5.4,ug/m3 LC,0.044,ppm
03/09/2018,0.4,ppm,7,ug/m3 LC,0.044,ppm
03/10/2018,0.5,ppm,14.9,ug/m3 LC,0.042,ppm
03/11/2018,0.3,ppm,16.5,ug/m3 LC,0.034,ppm
03/12/2018,0.2,ppm,6.7,ug/m3 LC,NA,NA
03/12/2018,0.2,ppm,10.5,ug/m3 LC,NA,NA
03/13/2018,0.2,ppm,8.1,ug/m3 LC,0.047,ppm
03/14/2018,0.2,ppm,7.5,ug/m3 LC,0.046,ppm
03/15/2018,0.3,ppm,8,ug/m3 LC,0.053,ppm
03/15/2018,0.3,ppm,9.2,ug/m3 LC,0.053,ppm
03/16/2018,0.4,ppm,11.2,ug/m3 LC,0.054,ppm
03/17/2018,0.3,ppm,12,ug/m3 LC,0.047,ppm
03/18/2018,0.4,ppm,6,ug/m3 LC,0.048,ppm
03/18/2018,0.4,ppm,7.8,ug/m3 LC,0.048,ppm
03/19/2018,0.3,ppm,7.9,ug/m3 LC,0.045,ppm
03/20/2018,0.2,ppm,4.1,ug/m3 LC,0.035,ppm
03/21/2018,0.2,ppm,2.7,ug/m3 LC,0.033,ppm
03/21/2018,0.2,ppm,5.5,ug/m3 LC,0.033,ppm
03/22/2018,0.2,ppm,6,ug/m3 LC,0.045,ppm
03/23/2018,0.2,ppm,8.1,ug/m3 LC,0.052,ppm
03/24/2018,0.2,ppm,6.5,ug/m3 LC,0.046,ppm
03/24/2018,0.2,ppm,9.3,ug/m3 LC,0.046,ppm
03/25/2018,0.2,ppm,7.1,ug/m3 LC,0.05,ppm
03/26/2018,0.2,ppm,5.4,ug/m3 LC,0.047,ppm
03/27/2018,0.3,ppm,6.1,ug/m3 LC,0.034,ppm
03/27/2018,0.3,ppm,7,ug/m3 LC,0.034,ppm
03/28/2018,0.3,ppm,8.8,ug/m3 LC,0.046,ppm
03/29/2018,0.3,ppm,NA,NA,0.051,ppm
03/30/2018,0.3,ppm,4.6,ug/m3 LC,0.043,ppm
03/31/2018,0.3,ppm,NA,NA,0.049,ppm
04/01/2018,0.3,ppm,NA,NA,0.052,ppm
04/02/2018,0.3,ppm,7.7,ug/m3 LC,0.054,ppm
04/03/2018,0.3,ppm,14.6,ug/m3 LC,0.04,ppm
04/04/2018,0.3,ppm,6.8,ug/m3 LC,0.048,ppm
04/05/2018,0.3,ppm,4.6,ug/m3 LC,0.049,ppm
04/05/2018,0.3,ppm,6.8,ug/m3 LC,0.049,ppm
04/06/2018,0.3,ppm,12.3,ug/m3 LC,0.056,ppm
04/07/2018,0.3,ppm,9.4,ug/m3 LC,0.045,ppm
04/08/2018,0.2,ppm,5,ug/m3 LC,0.049,ppm
04/08/2018,0.2,ppm,7.7,ug/m3 LC,0.049,ppm
04/09/2018,0.3,ppm,10.5,ug/m3 LC,0.043,ppm
04/10/2018,0.2,ppm,10.6,ug/m3 LC,0.046,ppm
04/11/2018,0.3,ppm,8.9,ug/m3 LC,0.053,ppm
04/11/2018,0.3,ppm,12.6,ug/m3 LC,0.053,ppm
04/12/2018,0.3,ppm,13,ug/m3 LC,0.057,ppm
04/13/2018,0.3,ppm,11.6,ug/m3 LC,0.055,ppm
04/14/2018,0.2,ppm,9.3,ug/m3 LC,0.051,ppm
04/14/2018,0.2,ppm,10.1,ug/m3 LC,0.051,ppm
04/15/2018,0.2,ppm,5.9,ug/m3 LC,0.037,ppm
04/16/2018,0.2,ppm,4.1,ug/m3 LC,0.034,ppm
04/17/2018,0.3,ppm,3.7,ug/m3 LC,0.05,ppm
04/17/2018,0.3,ppm,5.5,ug/m3 LC,0.05,ppm
04/18/2018,0.3,ppm,9.6,ug/m3 LC,0.058,ppm
04/19/2018,0.3,ppm,7.8,ug/m3 LC,0.053,ppm
04/20/2018,0.3,ppm,4.3,ug/m3 LC,0.058,ppm
04/20/2018,0.3,ppm,6.2,ug/m3 LC,0.058,ppm
04/21/2018,0.3,ppm,9,ug/m3 LC,0.061,ppm
04/22/2018,0.3,ppm,9.1,ug/m3 LC,0.058,ppm
04/23/2018,0.2,ppm,4.8,ug/m3 LC,0.053,ppm
04/23/2018,0.2,ppm,5.6,ug/m3 LC,0.053,ppm
04/24/2018,0.2,ppm,2.4,ug/m3 LC,0.043,ppm
04/25/2018,0.4,ppm,4,ug/m3 LC,0.029,ppm
04/26/2018,0.4,ppm,4.2,ug/m3 LC,0.047,ppm
04/26/2018,0.4,ppm,4.9,ug/m3 LC,0.047,ppm
04/27/2018,0.3,ppm,4.8,ug/m3 LC,0.05,ppm
04/28/2018,0.5,ppm,8.7,ug/m3 LC,0.059,ppm
04/29/2018,0.3,ppm,4.2,ug/m3 LC,0.048,ppm
04/29/2018,0.3,ppm,5.7,ug/m3 LC,0.048,ppm
04/30/2018,0.4,ppm,7.3,ug/m3 LC,0.056,ppm
05/01/2018,0.4,ppm,9.5,ug/m3 LC,0.061,ppm
05/02/2018,0.5,ppm,9.8,ug/m3 LC,0.061,ppm
05/02/2018,0.5,ppm,10.4,ug/m3 LC,0.061,ppm
05/03/2018,0.3,ppm,10,ug/m3 LC,0.055,ppm
05/04/2018,0.2,ppm,9.3,ug/m3 LC,0.05,ppm
05/05/2018,0.2,ppm,10.9,ug/m3 LC,0.049,ppm
05/05/2018,0.2,ppm,12.6,ug/m3 LC,0.049,ppm
05/06/2018,0.2,ppm,7,ug/m3 LC,0.04,ppm
05/07/2018,0.2,ppm,6.5,ug/m3 LC,0.045,ppm
05/08/2018,0.2,ppm,7.5,ug/m3 LC,0.048,ppm
05/08/2018,0.2,ppm,8.5,ug/m3 LC,0.048,ppm
05/09/2018,0.2,ppm,6.7,ug/m3 LC,0.057,ppm
05/10/2018,0.2,ppm,10.5,ug/m3 LC,0.058,ppm
05/11/2018,0.3,ppm,10.2,ug/m3 LC,0.063,ppm
05/11/2018,0.3,ppm,11.8,ug/m3 LC,0.063,ppm
05/12/2018,0.3,ppm,14,ug/m3 LC,0.063,ppm
05/13/2018,0.3,ppm,16.9,ug/m3 LC,0.059,ppm
05/14/2018,0.3,ppm,13,ug/m3 LC,0.063,ppm
05/14/2018,0.3,ppm,13.7,ug/m3 LC,0.063,ppm
05/15/2018,0.2,ppm,6.2,ug/m3 LC,0.027,ppm
05/16/2018,0.2,ppm,5,ug/m3 LC,0.033,ppm
05/17/2018,0.2,ppm,4.5,ug/m3 LC,0.029,ppm
05/17/2018,0.2,ppm,4,ug/m3 LC,0.029,ppm
05/18/2018,0.2,ppm,3.5,ug/m3 LC,0.03,ppm
05/19/2018,0.2,ppm,1.1,ug/m3 LC,0.021,ppm
05/20/2018,0.2,ppm,6.6,ug/m3 LC,0.031,ppm
05/20/2018,0.2,ppm,6.1,ug/m3 LC,0.031,ppm
05/21/2018,0.2,ppm,8.4,ug/m3 LC,0.05,ppm
05/22/2018,0.2,ppm,8.2,ug/m3 LC,0.029,ppm
05/23/2018,0.2,ppm,6.4,ug/m3 LC,0.041,ppm
05/23/2018,0.2,ppm,7,ug/m3 LC,0.041,ppm
05/24/2018,0.2,ppm,8.5,ug/m3 LC,0.051,ppm
05/25/2018,0.2,ppm,9.3,ug/m3 LC,0.052,ppm
05/26/2018,0.2,ppm,6.2,ug/m3 LC,0.025,ppm
05/26/2018,0.2,ppm,6.5,ug/m3 LC,0.025,ppm
05/27/2018,0.2,ppm,6.5,ug/m3 LC,0.026,ppm
05/28/2018,0.1,ppm,2.2,ug/m3 LC,0.019,ppm
05/29/2018,0.2,ppm,3.8,ug/m3 LC,0.024,ppm
05/29/2018,0.2,ppm,0.7,ug/m3 LC,0.024,ppm
05/30/2018,0.2,ppm,2.7,ug/m3 LC,0.03,ppm
05/31/2018,0.2,ppm,4.6,ug/m3 LC,0.027,ppm
06/01/2018,0.2,ppm,6.9,ug/m3 LC,0.062,ppm
06/01/2018,0.2,ppm,6.4,ug/m3 LC,0.062,ppm
06/02/2018,0.2,ppm,5.5,ug/m3 LC,0.044,ppm
06/03/2018,0.2,ppm,5.8,ug/m3 LC,0.046,ppm
06/04/2018,0.2,ppm,5,ug/m3 LC,0.063,ppm
06/04/2018,0.2,ppm,5,ug/m3 LC,0.063,ppm
06/05/2018,0.2,ppm,8.5,ug/m3 LC,0.063,ppm
06/06/2018,0.3,ppm,11.7,ug/m3 LC,0.064,ppm
06/07/2018,0.2,ppm,9.9,ug/m3 LC,0.057,ppm
06/07/2018,0.2,ppm,11.2,ug/m3 LC,0.057,ppm
06/08/2018,0.2,ppm,13.3,ug/m3 LC,0.062,ppm
06/09/2018,0.2,ppm,12.3,ug/m3 LC,0.053,ppm
06/10/2018,0.2,ppm,9,ug/m3 LC,0.051,ppm
06/10/2018,0.2,ppm,8.9,ug/m3 LC,0.051,ppm
06/11/2018,0.2,ppm,8.1,ug/m3 LC,0.042,ppm
06/12/2018,0.2,ppm,6,ug/m3 LC,0.031,ppm
06/13/2018,0.2,ppm,7.1,ug/m3 LC,0.048,ppm
06/13/2018,0.2,ppm,7.5,ug/m3 LC,0.048,ppm
06/14/2018,0.3,ppm,8.5,ug/m3 LC,0.049,ppm
06/15/2018,0.3,ppm,9.5,ug/m3 LC,0.06,ppm
06/16/2018,0.3,ppm,11.5,ug/m3 LC,0.059,ppm
06/16/2018,0.3,ppm,12.5,ug/m3 LC,0.059,ppm
06/17/2018,0.3,ppm,10.8,ug/m3 LC,0.051,ppm
06/18/2018,0.3,ppm,15.2,ug/m3 LC,0.056,ppm
06/19/2018,0.3,ppm,15.2,ug/m3 LC,0.061,ppm
06/19/2018,0.3,ppm,15.5,ug/m3 LC,0.061,ppm
06/20/2018,0.3,ppm,8.9,ug/m3 LC,0.057,ppm
06/21/2018,0.3,ppm,11.5,ug/m3 LC,0.048,ppm
06/22/2018,0.3,ppm,7.1,ug/m3 LC,0.046,ppm
06/22/2018,0.3,ppm,6.3,ug/m3 LC,0.046,ppm
06/23/2018,0.3,ppm,7.2,ug/m3 LC,0.047,ppm
06/24/2018,0.3,ppm,6.5,ug/m3 LC,0.047,ppm
06/25/2018,0.2,ppm,9.8,ug/m3 LC,0.044,ppm
06/25/2018,0.2,ppm,10.6,ug/m3 LC,0.044,ppm
06/26/2018,0.2,ppm,7.9,ug/m3 LC,0.035,ppm
06/27/2018,0.3,ppm,7.1,ug/m3 LC,0.049,ppm
06/28/2018,0.3,ppm,7.2,ug/m3 LC,0.051,ppm
06/28/2018,0.3,ppm,5.9,ug/m3 LC,0.051,ppm
06/29/2018,0.4,ppm,10.1,ug/m3 LC,0.053,ppm
06/30/2018,0.2,ppm,11.3,ug/m3 LC,0.053,ppm
07/01/2018,0.2,ppm,8.4,ug/m3 LC,0.048,ppm
07/01/2018,0.2,ppm,8.2,ug/m3 LC,0.048,ppm
07/02/2018,0.3,ppm,8,ug/m3 LC,0.049,ppm
07/03/2018,0.3,ppm,12.3,ug/m3 LC,0.047,ppm
07/04/2018,0.2,ppm,14,ug/m3 LC,0.028,ppm
07/04/2018,0.2,ppm,10.7,ug/m3 LC,0.028,ppm
07/05/2018,0.2,ppm,3.5,ug/m3 LC,0.035,ppm
07/06/2018,0.3,ppm,4,ug/m3 LC,0.039,ppm
07/07/2018,0.3,ppm,5.4,ug/m3 LC,0.033,ppm
07/07/2018,0.3,ppm,6.2,ug/m3 LC,0.033,ppm
07/08/2018,0.1,ppm,5.7,ug/m3 LC,0.04,ppm
07/09/2018,0.2,ppm,6.7,ug/m3 LC,0.052,ppm
07/10/2018,0.4,ppm,10.2,ug/m3 LC,0.062,ppm
07/10/2018,0.4,ppm,12.4,ug/m3 LC,0.062,ppm
07/11/2018,0.5,ppm,16.7,ug/m3 LC,0.067,ppm
07/12/2018,0.3,ppm,14.3,ug/m3 LC,0.052,ppm
07/13/2018,0.2,ppm,10.7,ug/m3 LC,0.052,ppm
07/13/2018,0.2,ppm,15.1,ug/m3 LC,0.052,ppm
07/14/2018,0.2,ppm,11,ug/m3 LC,0.046,ppm
07/15/2018,0.2,ppm,14.3,ug/m3 LC,0.052,ppm
07/16/2018,0.3,ppm,13.5,ug/m3 LC,0.05,ppm
07/17/2018,0.2,ppm,9.5,ug/m3 LC,0.046,ppm
07/17/2018,0.2,ppm,12.1,ug/m3 LC,0.046,ppm
07/18/2018,0.2,ppm,9.8,ug/m3 LC,0.046,ppm
07/19/2018,0.2,ppm,10.9,ug/m3 LC,0.059,ppm
07/20/2018,0.2,ppm,8.4,ug/m3 LC,0.044,ppm
07/20/2018,0.2,ppm,12,ug/m3 LC,0.044,ppm
07/21/2018,0.2,ppm,8.3,ug/m3 LC,0.043,ppm
07/22/2018,0.2,ppm,7.6,ug/m3 LC,0.048,ppm
07/23/2018,0.2,ppm,10.3,ug/m3 LC,0.047,ppm
07/24/2018,0.2,ppm,5.9,ug/m3 LC,0.043,ppm
07/24/2018,0.2,ppm,8,ug/m3 LC,0.043,ppm
07/25/2018,0.3,ppm,6.6,ug/m3 LC,0.038,ppm
07/25/2018,0.3,ppm,9.2,ug/m3 LC,0.038,ppm
07/26/2018,0.3,ppm,9.1,ug/m3 LC,0.05,ppm
07/27/2018,0.3,ppm,12.6,ug/m3 LC,0.047,ppm
07/28/2018,0.3,ppm,10.8,ug/m3 LC,0.046,ppm
07/28/2018,0.3,ppm,12.6,ug/m3 LC,0.046,ppm
07/29/2018,0.3,ppm,10.3,ug/m3 LC,0.04,ppm
07/30/2018,0.2,ppm,6.3,ug/m3 LC,0.031,ppm
07/31/2018,0.2,ppm,7.2,ug/m3 LC,0.034,ppm
07/31/2018,0.2,ppm,9.8,ug/m3 LC,0.034,ppm
08/01/2018,0.2,ppm,8.1,ug/m3 LC,0.032,ppm
08/02/2018,0.2,ppm,6.6,ug/m3 LC,0.022,ppm
08/03/2018,0.2,ppm,3.9,ug/m3 LC,0.02,ppm
08/03/2018,0.2,ppm,5.2,ug/m3 LC,0.02,ppm
08/04/2018,0.2,ppm,7.7,ug/m3 LC,0.033,ppm
08/05/2018,0.3,ppm,9.5,ug/m3 LC,0.041,ppm
08/06/2018,0.3,ppm,9.7,ug/m3 LC,0.052,ppm
08/06/2018,0.3,ppm,10.5,ug/m3 LC,0.052,ppm
08/07/2018,0.3,ppm,8.4,ug/m3 LC,0.046,ppm
08/08/2018,0.2,ppm,6.7,ug/m3 LC,0.045,ppm
08/09/2018,0.3,ppm,8.1,ug/m3 LC,0.047,ppm
08/09/2018,0.3,ppm,9.3,ug/m3 LC,0.047,ppm
08/10/2018,0.3,ppm,12.7,ug/m3 LC,0.06,ppm
08/11/2018,0.3,ppm,11.5,ug/m3 LC,0.047,ppm
08/12/2018,0.2,ppm,7.9,ug/m3 LC,0.044,ppm
08/12/2018,0.2,ppm,9,ug/m3 LC,0.044,ppm
08/13/2018,0.3,ppm,9.3,ug/m3 LC,0.048,ppm
08/14/2018,0.3,ppm,9.8,ug/m3 LC,0.041,ppm
08/15/2018,0.4,ppm,11.2,ug/m3 LC,0.054,ppm
08/15/2018,0.4,ppm,12.7,ug/m3 LC,0.054,ppm
08/16/2018,0.6,ppm,NA,NA,0.058,ppm
08/17/2018,0.4,ppm,16,ug/m3 LC,0.035,ppm
08/18/2018,0.2,ppm,6,ug/m3 LC,0.031,ppm
08/18/2018,0.2,ppm,8.8,ug/m3 LC,0.031,ppm
08/19/2018,0.2,ppm,8.7,ug/m3 LC,0.036,ppm
08/20/2018,0.3,ppm,8.3,ug/m3 LC,0.048,ppm
08/21/2018,0.3,ppm,6.5,ug/m3 LC,0.031,ppm
08/21/2018,0.3,ppm,8.6,ug/m3 LC,0.031,ppm
08/22/2018,0.3,ppm,7.9,ug/m3 LC,0.04,ppm
08/23/2018,0.3,ppm,13.3,ug/m3 LC,0.043,ppm
08/24/2018,0.3,ppm,7.1,ug/m3 LC,0.047,ppm
08/24/2018,0.3,ppm,10.9,ug/m3 LC,0.047,ppm
08/25/2018,0.3,ppm,9.5,ug/m3 LC,0.045,ppm
08/26/2018,0.4,ppm,12.5,ug/m3 LC,0.05,ppm
08/27/2018,0.5,ppm,14,ug/m3 LC,0.051,ppm
08/27/2018,0.5,ppm,13.5,ug/m3 LC,0.051,ppm
08/28/2018,0.5,ppm,17.6,ug/m3 LC,0.05,ppm
08/29/2018,0.3,ppm,11.8,ug/m3 LC,0.043,ppm
08/30/2018,0.3,ppm,10,ug/m3 LC,0.051,ppm
08/30/2018,0.3,ppm,12,ug/m3 LC,0.051,ppm
08/31/2018,0.3,ppm,9.5,ug/m3 LC,0.062,ppm
09/01/2018,0.2,ppm,11.8,ug/m3 LC,0.036,ppm
09/02/2018,0.3,ppm,7.3,ug/m3 LC,0.026,ppm
09/02/2018,0.3,ppm,8,ug/m3 LC,0.026,ppm
09/03/2018,0.4,ppm,8.2,ug/m3 LC,0.032,ppm
09/04/2018,0.4,ppm,11.2,ug/m3 LC,0.031,ppm
09/05/2018,0.3,ppm,7.9,ug/m3 LC,0.036,ppm
09/05/2018,0.3,ppm,10,ug/m3 LC,0.036,ppm
09/06/2018,0.3,ppm,8.3,ug/m3 LC,0.043,ppm
09/07/2018,0.3,ppm,NA,NA,0.043,ppm
09/08/2018,0.3,ppm,9.7,ug/m3 LC,0.046,ppm
09/08/2018,0.3,ppm,11.7,ug/m3 LC,0.046,ppm
09/09/2018,0.2,ppm,7,ug/m3 LC,0.02,ppm
09/10/2018,0.2,ppm,7.2,ug/m3 LC,0.029,ppm
09/11/2018,0.2,ppm,NA,NA,0.032,ppm
09/12/2018,0.2,ppm,NA,NA,NA,NA
09/19/2018,0.4,ppm,NA,NA,0.049,ppm
09/20/2018,0.5,ppm,NA,NA,0.052,ppm
09/21/2018,0.3,ppm,9.7,ug/m3 LC,0.043,ppm
09/21/2018,0.3,ppm,3.3,ug/m3 LC,0.043,ppm
09/22/2018,0.3,ppm,12.6,ug/m3 LC,0.05,ppm
09/22/2018,0.3,ppm,7,ug/m3 LC,0.05,ppm
09/23/2018,0.3,ppm,7.2,ug/m3 LC,0.023,ppm
09/23/2018,0.3,ppm,3,ug/m3 LC,0.023,ppm
09/24/2018,0.2,ppm,4.5,ug/m3 LC,0.023,ppm
09/24/2018,0.2,ppm,0.8,ug/m3 LC,0.023,ppm
09/25/2018,0.2,ppm,0,ug/m3 LC,0.032,ppm
09/26/2018,0.3,ppm,6.7,ug/m3 LC,0.038,ppm
09/26/2018,0.3,ppm,1.8,ug/m3 LC,0.038,ppm
09/27/2018,0.3,ppm,1,ug/m3 LC,0.028,ppm
09/28/2018,0.2,ppm,-0.5,ug/m3 LC,0.025,ppm
09/29/2018,0.3,ppm,6.1,ug/m3 LC,0.037,ppm
09/29/2018,0.3,ppm,1.1,ug/m3 LC,0.037,ppm
09/30/2018,0.2,ppm,1.5,ug/m3 LC,0.044,ppm
10/01/2018,0.4,ppm,4.2,ug/m3 LC,0.049,ppm
10/02/2018,0.5,ppm,9,ug/m3 LC,0.047,ppm
10/02/2018,0.5,ppm,2.8,ug/m3 LC,0.047,ppm
10/03/2018,0.6,ppm,4.1,ug/m3 LC,0.043,ppm
10/04/2018,0.8,ppm,4.7,ug/m3 LC,0.051,ppm
10/05/2018,0.7,ppm,9.8,ug/m3 LC,0.045,ppm
10/05/2018,0.7,ppm,3.9,ug/m3 LC,0.045,ppm
10/06/2018,0.4,ppm,5,ug/m3 LC,0.031,ppm
10/07/2018,0.5,ppm,4.1,ug/m3 LC,0.036,ppm
10/08/2018,0.2,ppm,5.9,ug/m3 LC,0.031,ppm
10/08/2018,0.2,ppm,1.2,ug/m3 LC,0.031,ppm
10/09/2018,0.2,ppm,NA,NA,0.029,ppm
10/10/2018,0.2,ppm,NA,NA,NA,NA
10/12/2018,0.3,ppm,6.9,ug/m3 LC,0.034,ppm
10/13/2018,0.4,ppm,8,ug/m3 LC,0.035,ppm
10/14/2018,0.3,ppm,5.6,ug/m3 LC,0.023,ppm
10/14/2018,0.3,ppm,7.7,ug/m3 LC,0.023,ppm
10/15/2018,0.4,ppm,9.1,ug/m3 LC,0.036,ppm
10/16/2018,0.4,ppm,7.7,ug/m3 LC,0.024,ppm
10/17/2018,0.3,ppm,4,ug/m3 LC,0.032,ppm
10/17/2018,0.3,ppm,5.8,ug/m3 LC,0.032,ppm
10/18/2018,0.3,ppm,7.1,ug/m3 LC,0.035,ppm
10/19/2018,0.3,ppm,10,ug/m3 LC,0.042,ppm
10/20/2018,0.3,ppm,8.4,ug/m3 LC,0.034,ppm
10/20/2018,0.3,ppm,10.5,ug/m3 LC,0.034,ppm
10/21/2018,0.2,ppm,6.5,ug/m3 LC,0.032,ppm
10/22/2018,0.4,ppm,7.1,ug/m3 LC,0.03,ppm
10/23/2018,0.4,ppm,6.2,ug/m3 LC,0.03,ppm
10/23/2018,0.4,ppm,9.8,ug/m3 LC,0.03,ppm
10/24/2018,0.4,ppm,8.6,ug/m3 LC,0.035,ppm
10/25/2018,0.5,ppm,8.4,ug/m3 LC,0.025,ppm
10/26/2018,0.6,ppm,4.9,ug/m3 LC,0.027,ppm
10/26/2018,0.6,ppm,9.2,ug/m3 LC,0.027,ppm
10/27/2018,0.3,ppm,5.8,ug/m3 LC,0.019,ppm
10/28/2018,0.3,ppm,7.1,ug/m3 LC,0.036,ppm
10/29/2018,0.2,ppm,4.1,ug/m3 LC,0.037,ppm
