Date,Daily Max 8-hour CO Concentration,units_CO,Daily Mean PM2.5 Concentration,units_PM,Daily Max 8-hour Ozone Concentration,units_O3
2/22/2020,0.5,ppm,7.6,ug/m3 LC,0.038,ppm
2/23/2020,1,ppm,8.2,ug/m3 LC,0.044,ppm
2/24/2020,0.4,ppm,7.3,ug/m3 LC,0.029,ppm
2/24/2020,0.4,ppm,8.1,ug/m3 LC,0.029,ppm
2/25/2020,0.4,ppm,5.7,ug/m3 LC,0.027,ppm
2/26/2020,0.4,ppm,4.5,ug/m3 LC,0.033,ppm
2/27/2020,0.2,ppm,1.7,ug/m3 LC,0.04,ppm
2/27/2020,0.2,ppm,1.6,ug/m3 LC,0.04,ppm
2/27/2020,0.2,ppm,1,ug/m3 LC,0.04,ppm
2/28/2020,0.3,ppm,3.1,ug/m3 LC,0.04,ppm
2/29/2020,0.2,ppm,3.2,ug/m3 LC,0.04,ppm
3/1/2020,0.3,ppm,6.4,ug/m3 LC,0.043,ppm
3/1/2020,0.3,ppm,5.5,ug/m3 LC,0.043,ppm
3/2/2020,0.3,ppm,10.6,ug/m3 LC,0.048,ppm
3/3/2020,0.2,ppm,5.2,ug/m3 LC,0.032,ppm
3/4/2020,0.2,ppm,2.8,ug/m3 LC,0.037,ppm
3/4/2020,0.2,ppm,3.2,ug/m3 LC,0.037,ppm
3/4/2020,0.2,ppm,3.5,ug/m3 LC,0.037,ppm
3/5/2020,0.2,ppm,6.4,ug/m3 LC,0.031,ppm
3/6/2020,0.2,ppm,4,ug/m3 LC,0.038,ppm
3/7/2020,0.2,ppm,2.8,ug/m3 LC,0.039,ppm
3/7/2020,0.2,ppm,2.3,ug/m3 LC,0.039,ppm
3/8/2020,0.3,ppm,4.4,ug/m3 LC,0.042,ppm
3/9/2020,0.4,ppm,8.6,ug/m3 LC,0.042,ppm
3/10/2020,0.3,ppm,5,ug/m3 LC,0.034,ppm
3/10/2020,0.3,ppm,5.5,ug/m3 LC,0.034,ppm
3/10/2020,0.3,ppm,3.7,ug/m3 LC,0.034,ppm
3/11/2020,0.4,ppm,5.6,ug/m3 LC,0.037,ppm
3/12/2020,0.3,ppm,9.6,ug/m3 LC,0.034,ppm
3/13/2020,0.3,ppm,9.5,ug/m3 LC,0.038,ppm
3/13/2020,0.3,ppm,9.9,ug/m3 LC,0.038,ppm
3/14/2020,0.2,ppm,3,ug/m3 LC,0.044,ppm
3/15/2020,0.3,ppm,6.1,ug/m3 LC,0.04,ppm
3/16/2020,0.2,ppm,4.1,ug/m3 LC,0.039,ppm
3/16/2020,0.2,ppm,4.4,ug/m3 LC,0.039,ppm
3/17/2020,0.4,ppm,NA,NA,0.03,ppm
3/18/2020,0.4,ppm,NA,NA,0.035,ppm
3/19/2020,0.4,ppm,9.8,ug/m3 LC,0.032,ppm
3/20/2020,0.3,ppm,10.4,ug/m3 LC,0.042,ppm
3/21/2020,0.2,ppm,7.2,ug/m3 LC,0.031,ppm
3/22/2020,0.2,ppm,4.6,ug/m3 LC,0.039,ppm
3/22/2020,0.2,ppm,4.6,ug/m3 LC,0.039,ppm
3/22/2020,0.2,ppm,8.9,ug/m3 LC,0.039,ppm
3/23/2020,0.2,ppm,9.7,ug/m3 LC,0.029,ppm
3/24/2020,0.2,ppm,9.6,ug/m3 LC,0.031,ppm
3/25/2020,0.2,ppm,1.5,ug/m3 LC,0.034,ppm
3/25/2020,0.2,ppm,4.8,ug/m3 LC,0.034,ppm
3/26/2020,0.3,ppm,5.5,ug/m3 LC,0.036,ppm
3/27/2020,0.3,ppm,15,ug/m3 LC,0.04,ppm
3/28/2020,0.3,ppm,19.2,ug/m3 LC,0.044,ppm
3/28/2020,0.3,ppm,19.8,ug/m3 LC,0.044,ppm
3/28/2020,0.3,ppm,24.3,ug/m3 LC,0.044,ppm
3/29/2020,0.3,ppm,19.3,ug/m3 LC,0.04,ppm
3/30/2020,0.2,ppm,6.4,ug/m3 LC,0.05,ppm
3/31/2020,0.2,ppm,3.7,ug/m3 LC,0.034,ppm
3/31/2020,0.2,ppm,7.4,ug/m3 LC,0.034,ppm
4/1/2020,0.2,ppm,5.5,ug/m3 LC,0.04,ppm
4/2/2020,0.2,ppm,6.1,ug/m3 LC,0.044,ppm
4/3/2020,0.2,ppm,5.2,ug/m3 LC,0.05,ppm
4/3/2020,0.2,ppm,5.5,ug/m3 LC,0.05,ppm
4/3/2020,0.2,ppm,8.4,ug/m3 LC,0.05,ppm
4/4/2020,0.2,ppm,7.5,ug/m3 LC,0.045,ppm
4/5/2020,0.3,ppm,9.2,ug/m3 LC,0.045,ppm
4/6/2020,0.3,ppm,8.4,ug/m3 LC,0.05,ppm
4/6/2020,0.3,ppm,12.2,ug/m3 LC,0.05,ppm
4/7/2020,0.3,ppm,14,ug/m3 LC,0.047,ppm
4/8/2020,0.2,ppm,11.1,ug/m3 LC,0.05,ppm
4/9/2020,0.2,ppm,4.6,ug/m3 LC,0.048,ppm
4/9/2020,0.2,ppm,4.7,ug/m3 LC,0.048,ppm
4/9/2020,0.2,ppm,7.5,ug/m3 LC,0.048,ppm
4/10/2020,0.1,ppm,6.7,ug/m3 LC,0.043,ppm
4/11/2020,0.3,ppm,10.5,ug/m3 LC,0.047,ppm
4/12/2020,0.4,ppm,7.5,ug/m3 LC,0.045,ppm
4/12/2020,0.4,ppm,11.6,ug/m3 LC,0.045,ppm
4/13/2020,0.3,ppm,8.7,ug/m3 LC,0.043,ppm
4/14/2020,0.3,ppm,7,ug/m3 LC,0.042,ppm
4/15/2020,0.2,ppm,4,ug/m3 LC,0.042,ppm
4/15/2020,0.2,ppm,4.3,ug/m3 LC,0.042,ppm
4/15/2020,0.2,ppm,8.4,ug/m3 LC,0.042,ppm
4/16/2020,0.3,ppm,10.3,ug/m3 LC,0.05,ppm
4/17/2020,0.4,ppm,11.5,ug/m3 LC,0.052,ppm
4/18/2020,0.2,ppm,4.2,ug/m3 LC,0.042,ppm
4/18/2020,0.2,ppm,8.4,ug/m3 LC,0.042,ppm
4/19/2020,0.3,ppm,9.6,ug/m3 LC,0.04,ppm
4/20/2020,0.3,ppm,10.3,ug/m3 LC,0.044,ppm
4/21/2020,0.3,ppm,5.4,ug/m3 LC,0.047,ppm
4/21/2020,0.3,ppm,5,ug/m3 LC,0.047,ppm
4/21/2020,0.3,ppm,8.5,ug/m3 LC,0.047,ppm
4/22/2020,0.3,ppm,7.3,ug/m3 LC,0.049,ppm
4/23/2020,0.3,ppm,10.2,ug/m3 LC,0.038,ppm
4/24/2020,0.2,ppm,4.2,ug/m3 LC,0.042,ppm
4/24/2020,0.2,ppm,7.2,ug/m3 LC,0.042,ppm
4/25/2020,0.2,ppm,8.2,ug/m3 LC,0.028,ppm
4/26/2020,0.2,ppm,8.6,ug/m3 LC,0.042,ppm
4/27/2020,0.2,ppm,1.8,ug/m3 LC,0.044,ppm
4/27/2020,0.2,ppm,2.4,ug/m3 LC,0.044,ppm
4/27/2020,0.2,ppm,5,ug/m3 LC,0.044,ppm
4/28/2020,0.3,ppm,13.3,ug/m3 LC,0.05,ppm
4/29/2020,0.3,ppm,12.5,ug/m3 LC,0.047,ppm
4/30/2020,0.2,ppm,3.4,ug/m3 LC,0.043,ppm
4/30/2020,0.2,ppm,7.5,ug/m3 LC,0.043,ppm
